_id,classe,spell,pa,pm,wakfu,po,text,spell_type,sprite
5f048bd696cc93cdf2af4d68,sram,Attaque Perfide,3,0,0,1 - 3,"Attaque sournoise, trompeuse ou perfide. Un Sram ne sait que choisir pour se jouer de vous ! Dans tous les cas, il lui arrivera de voler un PA à sa cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2421.png
5f048bd896cc93cdf2af4d69,sram,Escrosramerie,3,0,0,1 - 1,"Ce sort permet de générer du Point Faible, tout en soutirant de l'Esquive à votre cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2420.png
5f048bde96cc93cdf2af4d6a,sram,Arnaque,2,0,0,1 - 1,"Habile à la dague comme en commerce, le Sram sort toujours gagnant des échanges. Ce sort consomme le Point Faible pour voler de la vie et régénérer 1 PW.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2419.png
5f048be196cc93cdf2af4d6b,sram,Coup Pénétrant,4,0,0,1 - 1,Un coup sifflant occasionnant des dégâts en ligne. Ce sort génère du Point Faible.,élementaire,https://static.ankama.com/wakfu/portal/game/spell/4594.png
5f048be496cc93cdf2af4d6c,sram,Peur,2,0,0,2 - 5,Un sort de poussée modulable. Ce sort génère du Point Faible. La portée du sort passe à 4 cases au niveau 40 et 5 cases au niveau 80 du Sram.,élementaire,https://static.ankama.com/wakfu/portal/game/spell/2427.png
5f048be796cc93cdf2af4d6d,sram,Fourberie,3,0,0,1 - 3,Le Sram utilise les Ombres pour passer discrètement derrière sa cible. Ce sort génère du Point Faible.,élementaire,https://static.ankama.com/wakfu/portal/game/spell/4595.png
5f048be996cc93cdf2af4d6e,sram,Coup Sournois,3,0,0,1 - 1,"Le Sram prend appui sur sa cible pour s'en éloigner. Ce sort génère du Point Faible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2428.png
5f048bed96cc93cdf2af4d6f,sram,Traumatisme,4,0,0,1 - 1,Un coup violent porté dans le dos fait toujours son effet. Ce sort consomme le Point Faible pour occasionner plus de dégâts et régénérer 1 PW.,élementaire,https://static.ankama.com/wakfu/portal/game/spell/2431.png
5f048bed96cc93cdf2af4d70,sram,Invisibilité,4,0,0,1 - 1,Un coup violent porté dans le dos fait toujours son effet. Ce sort consomme le Point Faible pour occasionner plus de dégâts et régénérer 1 PW.,spécialité,https://static.ankama.com/wakfu/portal/game/spell/2432.png
5f048bef96cc93cdf2af4d71,sram,Double,4,0,true,1 - 1,"Permet au Sram d'invoquer un double contrôlable de lui-même qui possède d'autres sorts.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2435.png
5f048bef96cc93cdf2af4d72,sram,Ombre Piège,4,0,true,1 - 1,"Permet au Sram d'invoquer un double contrôlable de lui-même qui possède d'autres sorts.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2433.png
5f048bef96cc93cdf2af4d73,sram,Galopade,0,0,0,1 - 5,"Avoir Ombre Piège dans votre deck ajoutera les trois sorts de piège dans votre barre. Avec les pièges, le Sram peut blesser, entraver ou déplacer ses adversaires. Utiliser Ombre Piège permet de retirer un piège qui a été posé.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2434.png
5f048bf096cc93cdf2af4d74,sram,Assassinat,0,0,0,1 - 5,"Avoir Ombre Piège dans votre deck ajoutera les trois sorts de piège dans votre barre. Avec les pièges, le Sram peut blesser, entraver ou déplacer ses adversaires. Utiliser Ombre Piège permet de retirer un piège qui a été posé.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/579.png
5f048bf096cc93cdf2af4d75,sram,Surineur,2,0,0,1 - 1,"L'utilisation des pièges à bon escient permet au Sram de récupérer un Point de Wakfu.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2436.png
5f048bf196cc93cdf2af4d76,sram,Assassin,2,0,0,1 - 1,"L'utilisation des pièges à bon escient permet au Sram de récupérer un Point de Wakfu.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2439.png
5f048bf196cc93cdf2af4d77,sram,Lame Sanglante,0,0,0,false,"Ce passif augmente les dégâts que le Sram occasionne sur les cibles affaiblies. De plus, s'il achève la cible, il regagne de la vie.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5123.png
5f048bf196cc93cdf2af4d78,sram,Assaut Brutal,0,0,0,false,"La lame du Sram fait saigner ses cibles en attaquant. Enduie du sang de ses victimes, elle lui permet de régénérer plus de vie. Les dommages dépendent du niveau du Sram.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2440.png
5f048bf196cc93cdf2af4d79,sram,Maître des Ombres,0,0,0,false,"La lame du Sram fait saigner ses cibles en attaquant. Enduie du sang de ses victimes, elle lui permet de régénérer plus de vie. Les dommages dépendent du niveau du Sram.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2441.png
5f048bf196cc93cdf2af4d7a,sram,Maître des Pièges,0,0,0,false,"Ce passif donne une armure au Sram s'il est invisible, et permet de réaliser un coup brutal en sortant de l'invisibilité.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/4609.png
5f048bf196cc93cdf2af4d7b,sram,Plan Tordu,0,0,0,false,"Ce passif donne une armure au Sram s'il est invisible, et permet de réaliser un coup brutal en sortant de l'invisibilité.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2438.png
5f048bf296cc93cdf2af4d7c,sram,Embuscade,0,0,0,false,Pour un Sram mobile et efficace !,spécialité,https://static.ankama.com/wakfu/portal/game/spell/5122.png
5f048bf296cc93cdf2af4d7d,sram,Escroquerie,0,0,0,false,Pour un Sram mobile et efficace !,spécialité,https://static.ankama.com/wakfu/portal/game/spell/5124.png
5f048bf296cc93cdf2af4d7e,sram,Duperie,0,0,0,false,"Une savante combinaison de ses talents d'escroc subtilement aromatisés d'un soupçon de sournoiserie.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5126.png
5f048bf296cc93cdf2af4d7f,sram,"Sram dans l'Âme",0,0,0,false,"Une savante combinaison de ses talents d'escroc subtilement aromatisés d'un soupçon de sournoiserie.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2437.png
5f048c0096cc93cdf2af4d80,xelor,Gelure,3,0,0,1 - 3,"Le Xélor utilise sa magie pour geler le temps de son adversaire. En plus de le blesser, il génère ou retire un PA à la cible marquée par le Focus Temporel suivant son tour Tique/Taque.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/783.png
5f048c0596cc93cdf2af4d81,xelor,Aiguille,5,0,0,3 - 4,"Un horloger qui se respecte connait tous les secrets de son Aiguille. Le Xélor utilise son Aiguille pour réduire l'initiative et déclencher le Gel Temporel.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/750.png
5f048c0896cc93cdf2af4d82,xelor,Rayguille,4,0,0,1 - 2,"Combinant sa maîtrise des Flux Temporels et du Feu, le Xélor créé une faille de flammes qui inflige des dégâts en ligne et déclenche Distorsion et Pointage sur les cibles.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/751.png
5f048c0c96cc93cdf2af4d83,xelor,Brûlure Temporelle,true,0,0,2 - 3,"Modifier le temps laisse toujours des traces. Le Xélor peut, selon le temps, faire perdre de l'initiative ou déclencher le Gel Temporel dans la zone.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/752.png
5f048c1096cc93cdf2af4d84,xelor,Poussière Temporelle,6,0,0,1 - 4,"Le Xélor réalise un transfert thermique entre les particules de la zone ciblée. Cette Poussière Temporelle brûle une grande zone. De plus, les dégâts effectués sont augmentés en fonction du nombre d'Hydruillocharge que possède le Xélor.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/754.png
5f048c1296cc93cdf2af4d85,xelor,Hydruille,4,0,0,1 - 3,"Cette créature mécanique est automatisée pour attaquer en zone à la fin du tour du Xélor. Pour chaque ennemi touché par une Hydruille, le Xélor gagne une hydruillocharge pour le prochain tour.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/753.png
5f048c1796cc93cdf2af4d86,xelor,Contrôle Temporel,true,0,0,1 - 3,"Le Xélor va mettre a profit l'équilibre actuel du temps. Il va assigner un Focus Temporel à sa cible, alliée ou ennemie afin de l'affecter par le temps. De plus, il peut déclencher Distorsion et Pointage sur l'ennemi ciblé.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/775.png
5f048c1d96cc93cdf2af4d87,xelor,Sablier du Xélor,true,0,0,2 - 4,"Le Sablier est l'un des outils temporels préférés du Xélor. Il se concentre et se retire un de ses propres PA, dans le but d'accroître sa volonté avant de retirer deux PA à sa cible. En tour Tique, il peut même redonner son PA perdu à un allié sous l'emprise de Focus Temporel.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/763.png
5f048c2096cc93cdf2af4d88,xelor,Horloge,5,0,0,2 - 4,"Le Xélor créé une zone de latence qui blesse plusieurs cibles en leur faisant perdre des PA. Il permet également d'augmenter le niveau de Gel Temporel sur les cibles.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/749.png
5f048c2296cc93cdf2af4d89,xelor,Sinistro,4,0,0,1 - 3,"Sinistro, invention résultant d'un Corbac et d'une Horloge, est capable d'enlever des PA à sa cible. Chaque ennemi qui commence et fini son tour dans la zone d'action d'un Sinistro sera attaqué par ce dernier.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1417.png
5f048c2496cc93cdf2af4d8a,xelor,Pointe-Heure,3,0,0,1 - 2,"Soumis au cadran, l'utilisation de Pointe-Heure permet au Xélor d'éloigner les cibles gênantes au début de son tour ou de créer une Faille Temporelle sur le sol. ",élementaire,https://static.ankama.com/wakfu/portal/game/spell/767.png
5f048c2896cc93cdf2af4d8b,xelor,Vieillissement,2,0,0,1 - 3,"Le Xélor accélère le temps de sa cible, ce qui permet d'activer instantanément les effets de Distorsion Temporelle et de Pointe-Heure, tout en le blessant en fonction de l’initiative ou des PA perdus par sa cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/765.png
5f048c2b96cc93cdf2af4d8c,xelor,Distorsion Temporelle,2,0,0,2 - 5,"En tordant l'espace-temps, le Xélor augmente la Distorsion sur un ennemi à chaque sort lancé. Au début de son prochain tour, le Xélor déclenche automatiquement la Distorsion pour blesser son adversaire.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1418.png
5f048c2e96cc93cdf2af4d8d,xelor,Tempus Fugit,3,0,0,2 - 3,"Le Xélor inflige des dommages à toutes les cibles autour de lui avant de se téléporter. Il applique également une Torsion Temporelle sur la case de départ et d'arrivée.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/772.png
5f048c3196cc93cdf2af4d8e,xelor,Châtiment de Xélor,5,0,0,3 - 4,"Le Xélor modifie violemment le cours du temps dans une petite zone. Si le sort est lancé sur une case Heure, ses dégâts sont amplifiés. ",élementaire,https://static.ankama.com/wakfu/portal/game/spell/771.png
5f048c3196cc93cdf2af4d8f,xelor,Cadran du Xélor,5,0,0,3 - 4,"Le Xélor modifie violemment le cours du temps dans une petite zone. Si le sort est lancé sur une case Heure, ses dégâts sont amplifiés. ",spécialité,https://static.ankama.com/wakfu/portal/game/spell/776.png
5f048c3296cc93cdf2af4d90,xelor,Garde Temps,2,0,0,1 - 3,"Garde Temps permet de récupérer les PA stockés par Rollback, de réparer le Cadran, ou encore de téléporter une cible sur une Faille Temporelle.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2135.png
5f048c3296cc93cdf2af4d91,xelor,Momification,2,0,0,1 - 3,"Garde Temps permet de récupérer les PA stockés par Rollback, de réparer le Cadran, ou encore de téléporter une cible sur une Faille Temporelle.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/777.png
5f048c3396cc93cdf2af4d92,xelor,Dévouement,2,0,0,1 - 4,"Le Xélor fait appel à son pouvoir ancestral, la Momification, pour redonner vie à un allié KO. La vie du Xélor étant lié à sa cible, celle-ci perd peu à peu de la vie. Si le Xélor meurt, l'allié momifié meurt également.
",spécialité,https://static.ankama.com/wakfu/portal/game/spell/761.png
5f048c3396cc93cdf2af4d93,xelor,Désynchronisation,2,0,0,1 - 4,"Le Xélor fait appel à son pouvoir ancestral, la Momification, pour redonner vie à un allié KO. La vie du Xélor étant lié à sa cible, celle-ci perd peu à peu de la vie. Si le Xélor meurt, l'allié momifié meurt également.
",spécialité,https://static.ankama.com/wakfu/portal/game/spell/757.png
5f048c3396cc93cdf2af4d94,xelor,Contre la Montre,0,0,true,false,"Expert dans son art, le Xélor se désynchronise complètement, bouleversant l'équilibre du temps en transformant le Tique en Taque et vice versa, ce qui a pour conséquence de modifier les effets de ses sorts.
",spécialité,https://static.ankama.com/wakfu/portal/game/spell/756.png
5f048c3396cc93cdf2af4d95,xelor,Rollback,0,0,true,false,"Expert dans son art, le Xélor se désynchronise complètement, bouleversant l'équilibre du temps en transformant le Tique en Taque et vice versa, ce qui a pour conséquence de modifier les effets de ses sorts.
",spécialité,https://static.ankama.com/wakfu/portal/game/spell/764.png
5f048c3496cc93cdf2af4d96,xelor,Maître du Cadran,0,0,0,false,"La stablité du temps peut parfois être altérée par les manipulations variées du Xélor, lui accordant occasionnellement un gain de PA. Le Xélor peut utiliser Garde-Temps pour bénéficier des PA ainsi générés.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5352.png
5f048c3496cc93cdf2af4d97,xelor,Sauvegarde,0,0,0,false,"La stablité du temps peut parfois être altérée par les manipulations variées du Xélor, lui accordant occasionnellement un gain de PA. Le Xélor peut utiliser Garde-Temps pour bénéficier des PA ainsi générés.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5351.png
5f048c3496cc93cdf2af4d98,xelor,Maître Horloger,0,0,0,false,Sauvegarde permet de transmettre automatiquement les PA non utilisés par le Xélor au tour suivant.,spécialité,https://static.ankama.com/wakfu/portal/game/spell/5353.png
5f048c3496cc93cdf2af4d99,xelor,Prisme Temporel,0,0,0,false,Sauvegarde permet de transmettre automatiquement les PA non utilisés par le Xélor au tour suivant.,spécialité,https://static.ankama.com/wakfu/portal/game/spell/766.png
5f048c3596cc93cdf2af4d9a,xelor,Vol du Temps,0,0,0,false,"Au fil du temps le Xélor a sû élaborer une nouvelle technique, le Prisme Temporel. Il combine les flux temporels avec les particules élémentaires, faisant ainsi évoluer rapidement l'énergie physique sous forme de cristallisation temporelle. Plus les élements utilisés sont variés, plus il gagne en puissance.
",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2136.png
5f048c3596cc93cdf2af4d9b,xelor,Ondes Temporelles,0,0,0,false,"Au fil du temps le Xélor a sû élaborer une nouvelle technique, le Prisme Temporel. Il combine les flux temporels avec les particules élémentaires, faisant ainsi évoluer rapidement l'énergie physique sous forme de cristallisation temporelle. Plus les élements utilisés sont variés, plus il gagne en puissance.
",spécialité,https://static.ankama.com/wakfu/portal/game/spell/762.png
5f048c3596cc93cdf2af4d9c,xelor,Spécialiste des Mécanismes,0,0,0,false,"Le Xélor puise sa force dans l'équilibre du Tique et du Taque, l'un permettant une augmentation de puissance des effets liés.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/785.png
5f048c3c96cc93cdf2af4d9d,ecaflip,Langue Rapeuse,3,0,0,1 - 3,"Un bon coup de langue qui râpe dans le visage, de quoi faire quelques dégâts et déstabiliser un peu l'adversaire.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2065.png
5f048c4096cc93cdf2af4d9e,ecaflip,Craps,2,0,0,1 - 5,"Joueur, l’Ecaflip jette deux dés truqués en direction de son adversaire. Subtile provocation !",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2045.png
5f048c4396cc93cdf2af4d9f,ecaflip,Dé du Chateux,3,0,0,1 - 3,"L'Ecaflip lance deux dés enflammés qui vont, à coup sûr, ou presque, ou peut-être pas, désarçonner la cible !",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2042.png
5f048c4796cc93cdf2af4da0,ecaflip,Dé Six,4,0,0,1 - 3,"L'Ecaflip lance deux dés car il est en avance sur son temps. Sur un jet à 6, il double ses dégâts !",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2050.png
5f048c4a96cc93cdf2af4da1,ecaflip,Roulette à dés,5,0,0,false,"L'Ecaflip joue à la roulette en lançant des dés autour de lui.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2048.png
5f048c4e96cc93cdf2af4da2,ecaflip,Dé Rebondissant,6,0,true,1 - 3,"L'Ecaflip lance un dé qui peut rebondir violemment d'ennemi en ennemi.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2046.png
5f048c5196cc93cdf2af4da3,ecaflip,Lacérations,3,0,0,2 - 3,"Hystérique, l’Ecaflip charge droit devant, griffant tous les ennemis sur son passage et finit par un double coup de griffe en face de lui.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2066.png
5f048c5596cc93cdf2af4da4,ecaflip,Capucine,2,0,0,1 - 3,"L’Ecaflip lance une puce qui inflige des dégâts à un adversaire avant de soigner un allié, et augmente le taux de coups critiques des alliés se trouvant autour d'elle.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2067.png
5f048c5896cc93cdf2af4da5,ecaflip,Chasseur,false,false,0,false,"L'Ecaflip cible une zone et se met en position de chasse. Si un ennemi bouge dans cette zone, l'Ecaflip lui saute dessus et le griffe. Les alliés dans la zone sont soignés.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2081.png
5f048c5c96cc93cdf2af4da6,ecaflip,Pupuce,4,0,true,1 - 4,"L'Ecaflip envoie des puces sur une cible qui peuvent contaminer d'autres cibles. Sur un allié, les puces peuvent se révéler bénéfiques en chassant les autres parasites. Le sort peut aussi rendre 1 PW à l'allié ciblé.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2073.png
5f048c5f96cc93cdf2af4da7,ecaflip,Pile ou Face,3,0,0,1 - 4,"Pile ou Face inflige des dégâts à la cible, avant de lui rendre quelques Points de Vie.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2041.png
5f048c6196cc93cdf2af4da8,ecaflip,All In,true,0,0,1 - 3,"L’Ecaflip utilise ses PA restants (max 10) pour lancer une carte sur sa cible. Plus il met de PA en jeu, plus il a de chance de retirer des PA à la cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2047.png
5f048c6296cc93cdf2af4da9,ecaflip,Bataille,4,0,0,1 - 3,"L'Ecaflip joue à la bataille avec sa cible. En cas de victoire, les dégâts du prochain sort seront maximisés. En cas de défaite, c'est l'inverse : les dégâts du prochain sort seront minimisés !",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2049.png
5f048c6496cc93cdf2af4daa,ecaflip,Tout ou Rien,2,0,0,1 - 2,"L'Ecaflip joue à Tout ou Rien avec son adversaire. Soit il occasionne de gros dégâts à son adversaire, soit ils subissent tous deux les dégâts !",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2043.png
5f048c6596cc93cdf2af4dab,ecaflip,Trois Cartes,5,0,0,1 - 4,"L'Ecaflip projette Trois Cartes alignées sur le sol. Elles scintillent un moment et explosent, infligeant de lourds dégâts aux cibles touchées.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2044.png
5f048c6696cc93cdf2af4dac,ecaflip,Quitte ou Double,5,0,0,1 - 4,"L'Ecaflip projette Trois Cartes alignées sur le sol. Elles scintillent un moment et explosent, infligeant de lourds dégâts aux cibles touchées.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/859.png
5f048c6696cc93cdf2af4dad,ecaflip,Bond du Félin,2,0,0,1 - 1,"L'Ecaflip se sert de ses talents de félin : il saute sur une case proche et se déplace plus aisément.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/983.png
5f048c6696cc93cdf2af4dae,ecaflip,Chacha Noir,2,0,0,1 - 1,"L'Ecaflip se sert de ses talents de félin : il saute sur une case proche et se déplace plus aisément.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2061.png
5f048c6796cc93cdf2af4daf,ecaflip,Relance,2,0,0,1 - 3,L’Ecaflip fait appel à ses amis félins. Il invoque un Chacha Noir qui va lui porter chance.  ,spécialité,https://static.ankama.com/wakfu/portal/game/spell/2078.png
5f048c6796cc93cdf2af4db0,ecaflip,Arbre à Chat,2,0,0,1 - 3,L’Ecaflip fait appel à ses amis félins. Il invoque un Chacha Noir qui va lui porter chance.  ,spécialité,https://static.ankama.com/wakfu/portal/game/spell/2079.png
5f048c6796cc93cdf2af4db1,ecaflip,"Tarot d'Ecaflip",2,0,true,1 - 5,"L'Ecaflip joue à Chacha perché ! S'il est à côté de son Arbre à Chat, il profite de dégâts augmentés. S'il termine son tour dos à l'Arbre à Chat, il monte dessus. Perché sur son Arbre à Chat, il gagne en portée.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2068.png
5f048c6796cc93cdf2af4db2,ecaflip,Dé Ecaflip,2,0,true,1 - 5,"L'Ecaflip joue à Chacha perché ! S'il est à côté de son Arbre à Chat, il profite de dégâts augmentés. S'il termine son tour dos à l'Arbre à Chat, il monte dessus. Perché sur son Arbre à Chat, il gagne en portée.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2062.png
5f048c6896cc93cdf2af4db3,ecaflip,Précision Ecaflip,0,0,0,false,"Ce passif améliore les effets des lancés de dés de l'Ecaflip, et sa veine au jeu !",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2076.png
5f048c6896cc93cdf2af4db4,ecaflip,Pucerie,0,0,0,false,"Ce passif améliore les effets des lancés de dés de l'Ecaflip, et sa veine au jeu !",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2080.png
5f048c6896cc93cdf2af4db5,ecaflip,Bas les Pattes,0,0,0,false,"Les puces de l'Ecaflip sont dressées au poil. Elles se propagent de cible en cible pour conserver leur puissance.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2059.png
5f048c6896cc93cdf2af4db6,ecaflip,La Pelote chaude !,0,0,0,false,"Les puces de l'Ecaflip sont dressées au poil. Elles se propagent de cible en cible pour conserver leur puissance.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5246.png
5f048c6996cc93cdf2af4db7,ecaflip,Félin Suprême,0,0,0,false,"C'est le moment de refiler la Pelote chaude à quelqu'un !",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5249.png
5f048c6996cc93cdf2af4db8,ecaflip,Fascination,0,0,0,false,"C'est le moment de refiler la Pelote chaude à quelqu'un !",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5250.png
5f048c6996cc93cdf2af4db9,ecaflip,"Pile, je gagne. Face, tu perds !",0,0,0,false,"Fasciné par un mignon petit Chacha, le Matou en oublie tous ses griefs et se met à lécher ses alliés, les soignant au passage.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5251.png
5f048c6d96cc93cdf2af4dba,eniripsa,Mot Soignant,3,0,0,0 - 5,"Un sort de soin sain et simple, et qui augmente la portée en plus. Mais que demande le peuple ?!",élementaire,https://static.ankama.com/wakfu/portal/game/spell/779.png
5f048c7296cc93cdf2af4dbb,eniripsa,Marque Itsade,3,0,0,1 - 5,"En plus de faire des dégâts, cette marque soignera celui qui l'aura tuée. De quoi flatter le sadique qui sommeille en vous. Sous Contre Nature, ce sort réduit la résistance aux soins des cibles.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/645.png
5f048c7596cc93cdf2af4dbc,eniripsa,Marque Eting,4,0,0,1 - 2,"En plus de faire des dégâts, cette marque rendra des PW aux personnages les plus proches lors de la mort de la cible. Sous Contre Nature, ce sort soignera la cible pendant plusieurs tours.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/638.png
5f048c7996cc93cdf2af4dbd,eniripsa,Marque Amil,5,0,0,2 - 5,"En plus de faire des dégâts, cette marque permet de rediriger les dégâts que subit la cible, en carré autour d'elle. Sous Contre Nature, le sort augmente le niveau d'Enflammé de la cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/636.png
5f048c7c96cc93cdf2af4dbe,eniripsa,Marque Unt,6,0,0,1 - 3,"En plus de faire des dégâts, cette marque rend des PA aux alliés ayant attaqué la cible avant sa mort. Sous Contre Nature, la cible soignera en cercle autour d'elle à la fin de son tour.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1534.png
5f048c8096cc93cdf2af4dbf,eniripsa,Marque Husse,2,0,0,0 - 6,"En plus de faire des dégâts, cette marque permet aux attaquants de gagner en Tacle et en Esquive. La Marque peut aussi être consommée par une invocation pour faire des dégâts supplémentaires. Sous Contre Nature, la cible absorbera une partie des soins que l'Eniripsa réalise.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1539.png
5f048c8396cc93cdf2af4dc0,eniripsa,Mot Revigorant,4,0,0,1 - 3,"Un mot qui se propage d'oreille en oreille jusqu'à revenir à l'Eniripsa. Il soigne non seulement sa cible, mais également le porteur.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1532.png
5f048c8596cc93cdf2af4dc1,eniripsa,Mot Revitalisant,3,0,0,1 - 4,"Mot Revitalisant est un soin mineur sur une zone. Il soignera tout le monde, alliés comme adversaires.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/780.png
5f048c8896cc93cdf2af4dc2,eniripsa,Mot Rétablissant,2,0,0,1 - 6,"Un petit sort de soin, pas très efficace, mais pas très cher non plus. Son avantage principal est sa portée vraiment phénoménale.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/649.png
5f048c8a96cc93cdf2af4dc3,eniripsa,Mot Reconstituant,5,0,true,1 - 3,"Le Mot Reconstituant passe à travers les obstacles, et soigne très bien. En revanche, il nécessite des PW.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/625.png
5f048c8c96cc93cdf2af4dc4,eniripsa,Fiole de Frayeur,true,0,0,1 - 4,"L'Eniripsa fait peur à sa cible en lui jetant une fiole. Que contenait-elle ? On ne le saura jamais, puisque la cible recule pour ne pas être touchée.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/630.png
5f048c9196cc93cdf2af4dc5,eniripsa,Fiole de Psykoz,3,0,0,1 - 3,"Concoctée à base de champignons Luidegit, cette fiole réduit le potentiel offensif de la cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1540.png
5f048c9896cc93cdf2af4dc6,eniripsa,Fiole de Douleur,2,0,0,1 - 5,"La maîtrise de l’alchimie et des forces élémentaires permet à l’Eniripsa de se lier à un allié, ou de lier deux alliés ensemble. La plupart des dégâts seront alors redirigés de l'un à l'autre.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/623.png
5f048c9f96cc93cdf2af4dc7,eniripsa,Fiole Infectée,5,0,0,1 - 3,"Puissant mélange infecté, cette fiole peut appliquer l'état gangrène sur sa cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1542.png
5f048ca696cc93cdf2af4dc8,eniripsa,Fiole de Torpeur,4,0,true,1 - 4,"Conception restée secrète, ce mélange plonge sa cible dans une légère torpeur, lui faisant perdre des PM et entraînant les autres adversaires dans la torpeur, leur faisant perdre des PA.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1541.png
5f048ca696cc93cdf2af4dc9,eniripsa,Contre Nature,4,0,true,1 - 4,"Conception restée secrète, ce mélange plonge sa cible dans une légère torpeur, lui faisant perdre des PM et entraînant les autres adversaires dans la torpeur, leur faisant perdre des PA.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/1538.png
5f048ca896cc93cdf2af4dca,eniripsa,Lapino,2,0,0,1 - 4,"Eternel compagnon de l'Eniripsa, celui-ci vous accompagnera partout en vous assistant et en soignant vos alliés.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/644.png
5f048ca896cc93cdf2af4dcb,eniripsa,Régénération,2,0,0,1 - 4,"Eternel compagnon de l'Eniripsa, celui-ci vous accompagnera partout en vous assistant et en soignant vos alliés.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/781.png
